"word","cefr_level","total_frequency"
"wheel","A1","43846351"
"type","A2","43845569"
"noble","B2","43815214"
"scientists","A1","43789262"
"enterprises","B2","43781255"
"narrative","B1","43776846"
"inventory","A2","43766205"
"latest","A2","43750005"
"lincoln","A2","43707267"
"churches","A1","43663531"
"artist","B1","43652204"
"entering","A2","43646825"
"sustained","B2","43602523"
"gate","A2","43595069"
"illness","B1","43591084"
"profession","B1","43586905"
"objection","B1","43582824"
"hoped","A2","43541900"
"surveys","A1","43533614"
"pool","A1","43503713"
"m","A2","43502619"
"furniture","A2","43493839"
"bull","B1","43491890"
"demonstrate","B1","43485755"
"remembered","A1","43429041"
"outcome","B2","43425133"
"rejected","B1","43425075"
"governing","B1","43405247"
"involvement","B2","43395562"
"diet","A2","43373722"
"games","A1","43362300"
"interstate","B1","43341252"
"moon","A1","43338583"
"dream","A1","43330937"
"installation","A2","43316853"
"decreased","B1","43303556"
"clothing","B2","43280585"
"along","A1","43265564"
"recall","B1","43262356"
"decade","B2","43241199"
"commander","B2","43238795"
"synthesis","A2","43231602"
"closing","A1","43218727"
"substances","B2","43214829"
"daniel","A2","43195797"
"egypt","A2","43188826"
"blind","B1","43184106"
"ward","B1","43182176"
"radical","B2","43181677"
"salaries","B2","43170233"
"med","A1","43165583"
"constantly","B1","43135756"
"smiled","A2","43126951"
"le","A2","43121119"
"reasonably","B2","43116450"
"conviction","A2","43109651"
"musical","A2","43075185"
"faces","A1","43059610"
"listen","A1","43046848"
"visited","A1","43026404"
"veterans","B2","43004910"
"santa","A2","42947189"
"candidates","B2","42946139"
"shock","A2","42930500"
"stat","A2","42881857"
"berlin","A2","42873438"
"blocks","A2","42855570"
"deeply","A2","42843563"
"saving","B2","42807289"
"fat","A1","42792223"
"ing","A2","42730441"
"forget","A1","42708585"
"possibilities","B1","42701635"
"francis","A2","42676143"
"mounted","B1","42675034"
"differ","B1","42673851"
"metropolitan","B1","42663278"
"permits","B1","42621310"
"circular","B1","42588801"
"manufacturer","B2","42582305"
"random","A2","42572447"
"graduate","B1","42559235"
"affecting","B1","42549672"
"candidate","B2","42522028"
"margin","B2","42513978"
"major","B2","42498676"
"texts","A2","42439525"
"expensive","A1","42433996"
"risks","B1","42390245"
"recommendation","B2","42371314"
"creative","A2","42358912"
"junior","A2","42355295"
"eds","A1","42351653"
"channels","B1","42334697"
"linked","B1","42307016"
"assignment","B1","42299811"
"requests","A2","42282604"
"appropriations","A2","42277158"
"federation","A2","42170537"
"promise","A2","42168233"
"installed","B1","42161915"
"acceptable","A2","42157145"
"happens","A1","42153766"
"discipline","B2","42145461"
"genetic","B1","42140673"
"automobile","A2","42123441"
"receipt","A2","42117220"
"miscellaneous","B1","42115298"
"sheep","A1","42102638"
"causing","B1","42085657"
"supra","A2","42082583"
"regime","B2","42070362"
"alive","A2","42056129"
"score","B1","42024912"
"beside","A1","42011502"
"precisely","B2","42003961"
"chart","A2","41949587"
"foods","A1","41922662"
"poem","A1","41883950"
"produces","A2","41846174"
"doors","A1","41827348"
"citizen","A2","41823098"
"excessive","B2","41807723"
"virus","B1","41806121"
"membrane","A2","41786346"
"sudden","A2","41784479"
"regardless","B2","41783517"
"experts","B1","41773947"
"sixth","A1","41768424"
"orange","A1","41758261"
"thoroughly","B2","41734989"
"watching","A1","41714388"
"signals","B1","41707296"
"technologies","A1","41704576"
"clients","B2","41689755"
"absent","B1","41687020"
"sci","A2","41648566"
"interactions","B1","41648363"
"imperial","B1","41636197"
"broke","A1","41610672"
"mississippi","A2","41592740"
"irrigation","A2","41568923"
"annually","B1","41564472"
"focus","A1","41523051"
"roof","A2","41423422"
"aids","B1","41372436"
"beds","A1","41369920"
"sports","B1","41353248"
"discretion","A2","41352416"
"w","A2","41342558"
"taxable","B1","41334966"
"sampling","A2","41325748"
"accused","B1","41323445"
"interval","B1","41318963"
"penalty","B2","41317160"
"level","B1","41299932"
"dominant","A2","41292278"
"achievement","B1","41284717"
"newly","B1","41270815"
"portions","B2","41261235"
"layers","B1","41243269"
"opinions","A2","41242837"
"mortality","A2","41240413"
"handle","B1","41234259"
"ethnic","B2","41231806"
"varieties","B1","41220666"
"focused","A2","41212919"
"plaintiffs","A1","41208036"
"greek","A2","41207849"
"improving","A2","41198667"
"count","B1","41195170"
"particle","B2","41187563"
"asian","B1","41174248"
"op","A2","41152040"
"flows","B1","41145817"
"strike","A2","41144061"
"helpful","A2","41118750"
"retained","B1","41108034"
"newspapers","A1","41105366"
"curriculum","B1","41097902"
"detection","A2","41090095"
"wisdom","A2","41087948"
"collections","A1","41056637"
"existed","A2","41052504"
"murder","A2","41030889"
"serves","A2","41003393"
"rear","B2","40970340"
"proceeds","B1","40969664"
"artificial","A2","40962715"
"joy","A2","40955192"
"voting","A2","40928921"
"rivers","A1","40928017"
"brings","A1","40916682"
"zealand","A2","40897278"
"partners","A1","40837940"
"cultures","A1","40824537"
"acids","B2","40822676"
"suggestion","A1","40776102"
"roll","A2","40749614"
"select","B2","40721987"
"sorry","A1","40686979"
"filter","B1","40655597"
"nerve","B2","40624476"
"theme","B2","40620031"
"invited","A2","40610564"
"roman","A2","40565440"
"influenced","B1","40556991"
"obtaining","B1","40543799"
"arising","B1","40542266"
"sixty","A1","40538955"
"maryland","A2","40500358"
"bread","A1","40488982"
"sharing","A1","40488965"
"magnitude","A2","40482439"
"wholly","A2","40481861"
"net","B1","40475659"
"afford","B1","40463113"
"injuries","B1","40447556"
"victory","B1","40433087"
"pleased","A2","40425913"
"plot","B2","40419280"
"peoples","A1","40415602"
"grades","A2","40406822"
"locations","B1","40372767"
"burning","B1","40351873"
"stored","A2","40341092"
"specifications","B1","40332661"
"briefly","B1","40279186"
"oregon","A2","40270182"
"gulf","A2","40246215"
"reviewed","A2","40230158"
"honor","A2","40195446"
"treat","B2","40177529"
"awareness","B1","40159586"
"cloth","A1","40148821"
"mathematical","B2","40117217"
"howard","A2","40095756"
"pound","B1","40088265"
"assuming","B1","40084453"
"comparable","A2","40067067"
"topic","A1","40058287"
"initially","B1","40052521"
"picked","A2","40032076"
"complete","B1","40027057"
"rough","B1","40026918"
"fr","A2","40018889"
"pump","B1","40016292"
"allowance","B1","40015474"
"equilibrium","A2","39974103"
"package","B1","39928211"
"controlling","A2","39904162"
"specimen","A2","39897528"
"divisions","B2","39884867"
"alaska","A2","39878696"
"indicating","A2","39871956"
"revenues","B2","39867310"
"nurse","A1","39862356"
"drinking","A1","39860467"
"guy","A1","39839861"
"horizontal","B1","39800214"
"qualities","A2","39785986"
"awarded","A2","39756341"
"silent","B1","39748347"
"occurrence","B1","39746058"
"russian","B1","39745542"
"dependence","A2","39721182"
"males","A2","39716123"
"korea","B1","39707702"
"leg","A1","39695138"
"online","A2","39682308"
"custom","A2","39640101"
"nervous","A2","39636592"
"phenomenon","B1","39597374"
"trustees","B1","39589848"
"expanded","B1","39553164"
"harvard","B1","39530668"
"adverse","B2","39501155"
"fly","A1","39488653"
"wonderful","A1","39475716"
"observe","B1","39475612"
"reliable","B1","39463052"
"disorders","B2","39462552"
"preference","B1","39454844"
"definitions","B1","39393140"
"ontario","B1","39341228"
"hundreds","A2","39329744"
"facing","A1","39312155"
"quarters","A1","39265509"
"virtually","B2","39253948"
"cal","B1","39242240"
"recover","B1","39236197"
"arc","B1","39230443"
"headed","A1","39224613"
"fraction","B1","39210426"
"encouraged","A2","39195756"
"coefficient","B1","39185852"
"colleagues","B2","39168708"
"baltimore","B1","39158817"
"sees","A1","39154481"
"yields","B2","39101436"
"tariff","B1","39096808"
"conservative","B1","39093657"
"talked","A2","39075676"
"validity","B2","39053759"
"attractive","A2","38976183"
"duke","B1","38968066"
"bibliography","B1","38960610"
"moisture","B1","38946262"
"inflation","B2","38945649"
"aim","B1","38917783"
"seeds","A2","38890344"
"missing","A2","38882875"
"organizational","B1","38881848"
"shortly","B1","38873295"
"decades","B2","38870766"
"lane","A2","38853307"
"mrs","A1","38848328"
"lights","A1","38845533"
"preparing","A2","38838219"
"punishment","B1","38835498"
"eating","A1","38834049"
"ford","B1","38802632"
"meal","A1","38799749"
"voluntary","B1","38795733"
"helping","A1","38795388"
"tender","B2","38761671"
"christmas","B1","38751594"
"saint","B1","38750881"
"drainage","B1","38744604"
"little","A2","38732892"
"advances","B1","38705209"
"spoken","A1","38694852"
"scholars","B1","38693663"
"organisation","B1","38684777"
"petitioner","A2","38674042"
"logical","A2","38646700"
"minds","A1","38642637"
"fight","B1","38629667"
"exceptions","B2","38629328"
"roles","A1","38601233"
"perception","B2","38587542"
"adopt","B1","38557286"
"tears","A2","38548833"
"likewise","B2","38546136"
"regularly","A2","38545444"
"complicated","B1","38525317"
"regulatory","B1","38521609"
"progressive","A2","38512747"
"detroit","B1","38507059"
"engage","B1","38493656"
"institutional","B1","38457637"
"chem","B1","38418642"
"phenomena","B1","38413814"
"designs","A2","38404591"
"bag","A1","38383627"
"dynamics","B1","38383046"
"express","A2","38379203"
"ministers","B2","38379018"
"sizes","A1","38369382"
"pine","B2","38366731"
"poems","A1","38360269"
"lots","A1","38322449"
"governmental","B2","38288492"
"phrase","B1","38258928"
"orientation","B1","38255472"
"dogs","A1","38243041"
"win","A1","38239596"
"arrival","B1","38235489"
"diversity","B1","38235326"
"yards","A1","38232365"
"dramatic","B1","38218533"
"touch","A1","38216503"
"artists","B1","38213222"
"suggestions","A1","38212423"
"cat","A1","38208924"
"operational","B1","38193320"
"enacted","B2","38170934"
"commodity","B1","38147893"
"dimensional","B1","38128688"
"replacement","B2","38123994"
"engines","B1","38118499"
"topics","A1","38111221"
"heavily","A2","38097978"
"intervals","B1","38093380"
"breast","B1","38080346"
"migration","B2","38072703"
"sin","B1","38067488"
"flying","A1","38066991"
"childhood","A2","38060290"
"slope","B1","38056618"
"tall","A1","38050834"
"abandoned","B2","38029233"
"conscious","B1","38027512"
"females","B1","38026818"
"straight","A1","38025730"
"rehabilitation","B1","38016717"
"belong","A2","38015887"
"calcium","B1","38011242"
"toronto","B1","37992158"
"connections","B1","37983774"
"yard","A1","37981547"
"shook","A2","37980711"
"investigated","B2","37976342"
"viewed","A2","37947208"
"undertaken","B2","37936168"
"confined","B2","37924829"
"moore","B1","37904810"
"overcome","B1","37895780"
"shaft","B1","37886746"
"favorable","B1","37841920"
"pull","A2","37841223"
"executed","B2","37829469"
"moves","A1","37815450"
"revision","B1","37815447"
"friendly","B2","37813637"
"republican","B1","37813267"
"associates","B1","37800311"
"egg","A1","37794782"
"calculation","B1","37783075"
"decree","B1","37774004"
"sleep","B1","37756637"
"admit","A2","37750833"
"chemicals","A2","37708994"
"challenges","B1","37687142"
"woods","A2","37683947"
"moscow","B1","37655567"
"equipped","B2","37644137"
"dealt","A2","37584030"
"recreation","B2","37578948"
"chronic","B1","37549679"
"belt","A2","37541165"
"commodities","B1","37513538"
"modification","B2","37473897"
"afterwards","B1","37471879"
"anxiety","B1","37461358"
"subcommittee","B1","37454482"
"distant","B1","37435202"
"dental","B2","37428785"
"database","B2","37417923"
"reflection","B1","37404853"
"reverse","B2","37402585"
"coastal","B1","37402472"
"revolutionary","B2","37399577"
"tongue","B1","37373677"
"thompson","B1","37342299"
"concentrated","A2","37339716"
"louisiana","B1","37330707"
"proc","B1","37314793"
"cleveland","B1","37295754"
"storm","A2","37283649"
"though","B2","37185297"
"manage","A2","37168915"
"dairy","B1","37149938"
"breaking","A1","37149857"
"argue","A2","37146650"
"technological","B1","37144582"
"loading","B1","37138790"
"notice","B1","37129699"
"editorial","B2","37124376"
"lighting","B2","37107861"
"privilege","B2","37082951"
"memorial","B2","37063852"
"busy","A1","37060528"
"translated","B1","37060387"
"camera","A1","37059467"
"photo","A1","37057861"
"warning","B1","37047097"
"netherlands","B1","37033927"
"tape","A2","37019850"
"trustee","B1","37008406"
"liabilities","A1","36993115"
"lawyer","A2","36990676"
"von","B1","36975364"
"cream","A1","36970498"
"thee","A1","36961881"
"stem","B1","36960484"
"kids","A2","36935057"
"dean","B1","36934266"
"philip","B1","36930349"
"simultaneously","B1","36930026"
"moments","A1","36929468"
"researchers","B1","36928589"
"tower","A1","36913989"
"tennessee","A1","36912441"
"evaluate","B2","36910100"
"nose","A1","36840771"
"wildlife","B1","36835501"
"calculations","B1","36827680"
"switch","B1","36795113"
"segment","B2","36779208"
"replace","A2","36765540"
"sam","B1","36745048"
"nineteenth","B1","36742553"
"move","A1","36734356"
"fleet","B2","36733727"
"separately","B2","36731136"
"springs","A1","36729293"
"lakes","A2","36724831"
"attacks","A2","36723007"
"harbor","B1","36700089"
"certified","B2","36698008"
"everywhere","A1","36694647"
"powder","B1","36685157"
"off","A1","36684531"
"trials","B2","36654980"
"solve","A1","36652923"
"provincial","B1","36648678"
"retired","A2","36648551"
"warrant","A1","36633471"
"respondents","B1","36623006"
"int","B1","36617268"
"businesses","A1","36613503"
"landscape","A2","36602924"
"adams","B1","36546238"
"enjoyed","A1","36540934"
"congressional","A1","36537424"
"laser","B2","36529011"
"physicians","B2","36516435"
"racial","B1","36515307"
"minerals","B1","36515120"
"hell","B2","36513587"
"gathered","A2","36507464"
"proteins","A1","36498502"
"occurring","B1","36492617"
"suspended","B2","36480215"
"drop","A2","36470831"
"imported","B2","36454392"
"confusion","B1","36424072"
"excluded","B2","36423997"
"loose","A2","36421787"
"km","B1","36411605"
"sensitivity","B1","36410844"
"enormous","A2","36407431"
"helps","A1","36399322"
"totally","B1","36372309"
"gains","B1","36356941"
"disposition","B2","36355444"
"cabinet","B2","36350444"
"socialist","A2","36343754"
"exercise","A1","36331538"
"photographs","B1","36320565"
"sheets","B1","36296458"
"cement","B1","36293519"
"lieutenant","B1","36280083"
"routine","B1","36270554"
"succeeded","A2","36267272"
"attendance","B2","36259397"
"rational","B1","36254830"
"saved","A1","36252014"
"hidden","B1","36246786"
"review","B2","36235448"
"forests","A2","36228841"
"symbol","A2","36202883"
"pushed","A2","36196909"
"dress","A1","36193263"
"douglas","B1","36189452"
"supply","B2","36182633"
"utilization","B1","36180189"
"solely","B1","36175857"
"unto","B2","36132576"
"ruling","A2","36112983"
"extraordinary","B1","36101785"
"promised","A2","36094660"
"wishes","A1","36083942"
"reviews","A2","36063176"
"administered","B2","36059857"
"entity","B1","36059618"
"fiction","A2","36035195"
"vector","B1","36018358"
"bargaining","B1","35999362"
"prisoners","B1","35992213"
"emperor","B1","35986695"
"seconds","A2","35975403"
"nodded","B1","35968901"
"log","B1","35961501"
"phases","B2","35927890"
"pan","A2","35925882"
"interference","B1","35923767"
"cap","A1","35908960"
"scheduled","B2","35897705"
"molecules","B1","35856886"
"file","B2","35846332"
"consist","A2","35845880"
"mention","B1","35844678"
"historic","B1","35811735"
"columns","A2","35799818"
"convinced","B2","35788603"
"syndrome","B1","35777803"
"residential","B1","35771667"
"hearings","B1","35768361"
"pulse","B2","35762682"
"cooling","A2","35748173"
"finger","B1","35742172"
"saturday","A1","35723843"
"pressures","A2","35723616"
"neutral","B1","35715231"
"bulk","B1","35712331"
"injection","B2","35712301"
"paint","A1","35691332"
"proposition","B1","35672379"
"albert","B1","35670179"
"ports","B1","35657755"
"scores","B1","35650946"
"de","B1","35646771"
"northwest","B1","35644137"
"systematic","B1","35630319"
"mistake","A2","35604277"
"conception","B2","35598001"
"stephen","B1","35592483"
"passes","A2","35590276"
"serum","B1","35581589"
"remainder","B1","35580811"
"partially","B1","35545271"
"eliminate","B1","35543203"
"incurred","B2","35541644"
"crowd","A2","35533093"
"certificates","B2","35522111"
"biology","B1","35514187"
"deliver","B1","35510713"
"returning","A2","35506605"
"desk","A1","35486318"
"fewer","A2","35481890"
"mayor","B1","35459919"
"taxpayer","B1","35451159"
"believes","A1","35419570"
"comfort","B1","35388872"
"perceived","B2","35388703"
"supplement","B2","35384816"
"suffer","B1","35373353"
"tomorrow","A1","35369596"
"performing","A2","35357044"
"grey","A1","35331807"
"satisfy","A2","35327855"
"pocket","A1","35287142"
"productive","B1","35284822"
"interface","B1","35272035"
"conclude","B1","35268782"
"assessed","B2","35262502"
"victim","B1","35241087"
"cape","A1","35239125"
"imagination","A2","35230067"
"russell","B1","35225221"
"somewhere","A2","35224283"
"initiative","B2","35222540"
"writes","A1","35209811"
"manufactured","B2","35206382"
"favour","A2","35198305"
"songs","A1","35188772"
"assumptions","B2","35182859"
"brazil","B1","35180936"
"fever","A1","35179245"
"infant","B2","35173979"
"finish","A1","35168378"
"producer","B1","35159835"
"platform","B1","35157218"
"hamilton","B1","35145922"
"suspension","B1","35117828"
"programming","B2","35097762"
"construct","B1","35097406"
"andrew","B1","35078880"
"demonstration","B1","35075284"
"uncle","A1","35069600"
"universe","B1","35055166"
"crew","B2","35049678"
"possess","B1","35031043"
"belonging","A2","35029970"
"diagram","B1","35022639"
"herein","B1","35021639"
"monday","A1","34997238"
"pc","A2","34997143"
"pale","B1","34989796"
"collect","A1","34970921"
"issue","B2","34969947"
"seal","B2","34958222"
"introduce","A1","34956684"
"buying","A1","34953953"
"oklahoma","B1","34943220"
"kentucky","B1","34942666"
"colony","B1","34907278"
"secret","B1","34901644"
"versus","B2","34859038"
"wider","A2","34845782"
"simulation","B1","34845563"
"precise","A2","34840438"
"expectations","B2","34824534"
"fallen","B1","34795168"
"yours","A1","34787962"
"everybody","A1","34782710"
"allied","B2","34767360"
"fruits","A1","34732905"
"deed","B1","34729667"
"immigration","B1","34707022"
"disorder","B2","34695165"
"sacred","B1","34657659"
"surprised","A2","34644521"
"supports","A2","34642799"
"conduct","B2","34642361"
"airport","A1","34637925"
"butter","A1","34637843"
"employ","B2","34636139"
"altogether","B1","34636009"
"stronger","A1","34621006"
"heading","A1","34619633"
"laughed","A2","34609580"
"comprising","B2","34579759"
"tip","A2","34560444"
"classroom","A1","34559885"
"crossing","B1","34537914"
"computed","B2","34473522"
"tract","B1","34461482"
"max","A2","34456490"
"villages","A2","34453475"
"demanded","B1","34452216"
"injured","B2","34426800"
"viii","A2","34420260"
"fiber","B2","34411067"
"kg","B1","34408963"
"utilities","B2","34392131"
"sessions","B1","34386201"
"jean","B1","34383395"
"acted","A2","34380943"
"reputation","B1","34376223"
"wright","B1","34352710"
"inspector","B2","34350678"
"colored","A1","34349429"
"thesis","B2","34343733"
"interpreted","B2","34343085"
"shut","A2","34325495"
"worst","A2","34320033"
"organ","B1","34306326"
"varies","B1","34301942"
"studying","A1","34271503"
"ye","B1","34267400"
"earned","A2","34267355"
"rating","A2","34260601"
"ethics","B1","34243391"
"beings","A1","34239174"
"account","B1","34236592"
"publishers","B1","34231036"
"spaces","A2","34213664"
"resident","B2","34184526"
"attributed","B2","34170706"
"recovered","B1","34163276"
"insured","A1","34162549"
"drive","A2","34149084"
"publisher","B1","34141961"
"schemes","B2","34139814"
"last","B1","34134650"
"competent","B2","34129607"
"preserved","B1","34123778"
"stand","A1","34103728"
"termination","B1","34096011"
"tubes","A1","34094379"
"franklin","B1","34093207"
"exploration","B1","34072769"
"con","B1","34065276"
"laboratories","B1","34064050"
"joe","B1","34058284"
"semi","B1","34049920"
"instant","A2","34019936"
"surprise","A1","34013244"
"refuse","B1","34006003"
"transit","B1","34004348"
"pride","A2","33983275"
"jan","B1","33980244"
"furnish","B1","33972451"
"escape","B1","33966996"
"marshall","B1","33965813"
"lumber","B1","33959036"
"preservation","B1","33956540"
"bars","A2","33954856"
"stomach","A2","33948700"
"allocation","B1","33928130"
"indication","B1","33922269"
"recommend","B1","33919237"
"ease","B2","33919024"
"pick","A1","33915630"
"merchant","B1","33891161"
"ions","A2","33875646"
"arizona","B1","33865629"
"dam","A2","33862631"
"exclusively","B2","33860826"
"titles","A2","33858450"
"farming","B1","33846762"
"inadequate","B2","33828592"
"violent","A2","33817377"
"convenient","A2","33815235"
"implement","B2","33809962"
"assess","B2","33802847"
"appreciate","A2","33801609"
"algorithm","B1","33801515"
"dried","A1","33796354"
"personally","B1","33781581"
"tion","B1","33768880"
"aluminum","B2","33766114"
"nobody","A2","33760776"
"slave","A2","33753569"
"serial","B2","33745563"
"reveal","A2","33740031"
"flexible","B2","33737449"
"turkey","A1","33732682"
"wished","A1","33723856"
"incidence","B1","33717062"
"relate","B1","33713007"
"massive","B1","33711976"
"diffusion","B1","33709079"
"links","B1","33685025"
"shoulders","A1","33679435"
"patient","B1","33678729"
"mothers","A1","33675231"
"breeding","B1","33673675"
"point","A2","33665150"
"mount","B1","33584054"
"liked","A1","33576944"
"sub","B1","33573501"
"placing","A2","33572730"
"connecticut","B1","33562853"
"masses","B1","33556671"
"baker","B1","33552190"
"beliefs","B1","33551052"
"holes","A1","33547575"
"darkness","B1","33542946"
"acquire","B1","33537347"
"ridge","B2","33532521"
"acre","B1","33524279"
"computers","A1","33520619"
"remedy","B1","33517653"
"parameter","B1","33497281"
"numerical","B2","33493611"
"castle","A2","33487589"
"cleaning","A1","33467627"
"crucial","B2","33429149"
"inhabitants","B1","33412946"
"protective","B1","33400535"
"wearing","A1","33389294"
"default","A2","33387782"
"bands","A1","33382382"
"leather","A2","33381057"
"undoubtedly","B2","33358634"
"faster","A1","33357592"
"alliance","B2","33350965"
"automatically","A2","33343132"
"scales","A2","33335470"
"arbitration","B1","33327140"
"gentlemen","B1","33320668"
"dismissed","B2","33317022"
"wooden","A2","33313451"
"grave","B1","33307643"
"feels","A1","33283969"
"pakistan","B1","33278580"
"fisheries","B2","33259965"
"converted","B2","33259651"
"gravity","B1","33231184"
"commercial","B2","33226820"
"educated","B2","33217486"
"anger","B1","33209155"
"desert","A2","33201596"
"string","A2","33189107"
"intense","B1","33188468"
"don","B1","33182734"
"alternatives","B1","33181504"
"discover","A2","33180310"
"definitely","B1","33177566"
"thinks","A1","33176791"
"line","A2","33148702"
"handed","A1","33137667"
"indirect","B1","33112712"
"servant","B2","33100995"
"regards","B1","33084852"
"deaths","A2","33073202"
"tail","B2","33064389"
"bases","A2","33048117"
"occasions","B1","33046057"
"preserve","B1","33022439"
"arrest","B1","32999812"
"dividends","B1","32998469"
"anyway","A2","32990880"
"rats","A1","32985375"
"strictly","B2","32982269"
"purely","B1","32978481"
"mirror","A2","32978282"
"deficiency","B1","32935923"
"parallel","B2","32924041"
"painted","A1","32917628"
"earliest","A1","32905730"
"colonies","B1","32895610"
"seventh","A1","32894688"
"fun","A1","32875520"
"subdivision","B2","32860758"
"walker","B2","32858068"
"harris","B1","32857700"
"hunting","B2","32845147"
"comply","B1","32831857"
"sleep","A1","32813276"
"discourse","B1","32788640"
"visitors","A2","32768368"
"ben","B1","32766674"
"pleasant","A2","32762604"
"back","A2","32750907"
"drama","A1","32746235"
"sake","A2","32745291"
"flower","A1","32744313"
"encountered","B1","32722691"
"dear","B2","32701556"
"inter","B1","32696493"
"fate","B2","32676511"
"ordinance","B1","32662822"
"earl","B1","32653719"
"majesty","B1","32635188"
"retain","B1","32632610"
"sole","B1","32627820"
"negligence","B1","32620681"
"dad","A1","32608330"
"attempt","B1","32607723"
"destroy","A2","32607585"
"victims","B1","32585652"
"ears","A1","32545182"
"bush","A2","32539859"
"provinces","B2","32538770"
"fails","A2","32520251"
"scattered","B1","32503524"
"margaret","B1","32496785"
"coordination","B1","32487991"
"pregnancy","B1","32479422"
"vietnam","B1","32472499"
"writings","A1","32446435"
"tumor","B2","32431307"
"bath","A1","32425361"
"exemption","B1","32417772"
"handled","A2","32410022"
"morgan","B1","32397822"
"isbn","B1","32382965"
"illegal","A2","32365270"
"fraud","B2","32329880"
"victoria","B1","32325510"
"dimension","B2","32325432"
"votes","A2","32323165"
"throw","A2","32320626"
"format","B1","32309589"
"brand","A2","32303300"
"transmitted","B2","32296341"
"th","B1","32244580"
"deposited","B1","32238742"
"friday","A1","32234112"
"un","B1","32222595"
"experience","B1","32213134"
"implies","B2","32211773"
"tends","B1","32193154"
"altered","B2","32192785"
"complexity","B2","32174758"
"happiness","A2","32161879"
"dozen","B1","32161300"
"hat","A1","32126655"
"buried","A2","32109682"
"kennedy","B1","32105079"
"gods","B2","32092519"
"stones","A1","32084538"
"satellite","B1","32083497"
"pressed","B1","32081710"
"boxes","A1","32045958"
"colors","A1","32037131"
"exhibition","A2","32036075"
"hurt","A1","32027156"
"frederick","B1","32024350"
"objective","B2","31961081"
"f","B1","31944130"
"priest","B1","31942014"
"soldier","A2","31938923"
"civilian","B1","31927870"
"tiny","B1","31923363"
"uncertainty","B1","31915749"
"coat","A1","31907971"
"anywhere","A2","31898052"
"humans","A2","31882919"
"township","A1","31881592"
"doctors","A1","31875420"
"ranging","B1","31874109"
"addresses","A2","31866089"
"flesh","B2","31858476"
"influence","B2","31856746"
"rotation","B1","31853668"
"lawyers","A2","31846800"
"premium","B1","31846600"
"accidents","A2","31825484"
"exceeding","B2","31814028"
"widespread","B1","31811352"
"throat","B2","31809846"
"somehow","B1","31806417"
"facilitate","B2","31802045"
"advised","A2","31796057"
"correction","B1","31786459"
"cried","A1","31782254"
"defects","B1","31780137"
"pairs","A1","31766632"
"nutrition","B1","31763548"
"sweden","B1","31763209"
"implemented","B2","31761882"
"threatened","B2","31759611"
"capability","B2","31753468"
"influences","B1","31741067"
"proud","B1","31725095"
"investigate","B2","31720406"
"emission","B1","31719829"
"worship","B2","31716218"
"brick","B1","31707929"
"repeat","A1","31691601"
"guess","A1","31688444"
"oak","A2","31686967"
"illustrations","B2","31686150"
"assured","B2","31672462"
"crossed","A2","31664191"
"crystal","B1","31658769"
"servants","B2","31648644"
"rolling","B1","31645848"
"essay","A2","31634196"
"lab","B1","31631782"
"thy","B1","31625851"
"equality","B1","31624168"
"applicants","B2","31621450"
"neighborhood","B1","31611761"
"empirical","B1","31601449"
"loop","B1","31595014"
"jim","B1","31585414"
"fair","B1","31581157"
"worthy","B1","31571650"
"receives","A2","31564331"
"cargo","B1","31548728"
"gordon","B1","31545335"
"establishments","B1","31541200"
"reliability","B1","31540318"
"forgotten","A1","31535835"
"chiefly","B1","31520332"
"whereby","B1","31510819"
"ranges","B1","31508334"
"audit","B2","31501540"
"gifts","A1","31488508"
"label","B2","31460857"
"reactor","A2","31442023"
"eleven","A1","31438201"
"declined","B1","31430351"
"awards","A2","31428783"
"atoms","A2","31426604"
"ladies","A1","31420442"
"initiated","B2","31398841"
"mechanics","B1","31374084"
"muscles","B1","31367211"
"cloud","A1","31366943"
"jane","B1","31350768"
"navigation","B2","31345643"
"sphere","B1","31343778"
"referring","A2","31342612"
"anticipated","B2","31323578"
"zones","A2","31322261"
"chloride","B1","31307379"
"yesterday","A1","31296959"
"peculiar","B1","31292979"
"alabama","B1","31282218"
"smoke","A1","31280635"
"players","A1","31268088"
"prefer","A2","31267511"
"monitor","B1","31267482"
"modes","A2","31228199"
"attachment","B1","31226565"
"ethical","B1","31226160"
"justify","B2","31211093"
"poland","B1","31188560"
"filling","B1","31141881"
"describing","A1","31123369"
"streams","B1","31120469"
"households","B1","31110903"
"receiver","B1","31102980"
"consisted","A2","31086059"
"tissues","B1","31085620"
"aviation","B1","31073584"
"reconstruction","B1","31059483"
"configuration","B1","31039665"
"specialized","B1","31030060"
"madison","B1","31029373"
"fight","A1","31007837"
"comfortable","A2","30999317"
"notwithstanding","B1","30985392"
"lift","B1","30970666"
"tour","A2","30960416"
"wool","A2","30951921"
"reflects","A2","30940530"
"gear","B2","30936146"
"battery","A2","30934709"
"simon","B1","30920595"
"philosophical","B2","30900529"
"assurance","B2","30895880"
"parish","A2","30892811"
"sending","A2","30889829"
"multi","B1","30888029"
"appreciation","B1","30872998"
"single","B1","30863311"
"choices","A2","30824314"
"utah","B1","30809607"
"palace","A1","30808769"
"territories","B2","30801732"
"inch","B1","30794355"
"messages","A1","30787564"
"unnecessary","A2","30785949"
"spatial","B1","30774577"
"dealers","B1","30773763"
"edges","B1","30769911"
"bottle","A1","30764263"
"prosecution","B1","30752197"
"discharged","B2","30750092"
"thrown","A1","30732716"
